long	string	int[]	long	int	int	int[]	int[]	int	int	int	int
66372		3	41102	5	90003	30000	1+0	10000		342	
66373		3	41103	5	90003	30000	1+0	10000		343	
66374		3	41104	5	90003	30000	1+0	10000		344	
66375		3	41105	5	90003	30000	1+0	10000		345	
66376		3	41106	5	90003	30000	1+0	10000		346	
66377		3	41107	5	90003	30000	1+0	10000		347	
66378		3	41108	5	90003	30000	1+0	10000		348	
66379		3	41109	5	90003	30000	1+0	10000		349	
66380		3	41110	5	90003	30000	1+0	10000		350	
66381		3	41111	5	90003	30000	1+0	10000		351	
66382		3	41112	5	90003	30000	1+0	10000		352	
66383		3	41113	5	90003	30000	1+0	10000		353	
66384		3	41114	5	90003	30000	1+0	10000		354	
66385		3	41115	5	90003	30000	1+0	10000		355	
66386		3	41116	5	90003	30000	1+0	10000		356	
66387		3	41117	5	90003	30000	1+0	10000		357	
66388		3	41118	5	90003	30000	1+0	10000		358	
66389		3	41119	5	90003	30000	1+0	10000		359	
66390		3	41120	5	90003	30000	1+0	10000		360	
66391		3	41121	5	90003	30000	1+0	10000		361	
66392		3	41122	5	90003	30000	1+0	10000		362	
66393		3	41123	5	90003	30000	1+0	10000		363	
66394		3	41124	5	90003	30000	1+0	10000		364	
66395		3	41125	5	90003	30000	1+0	10000		365	
66396		3	41126	5	90003	30000	1+0	10000		366	
66397		3	41127	5	90003	30000	1+0	10000		367	
66398		3	41128	5	90003	30000	1+0	10000		368	
66399		3	41129	5	90003	30000	1+0	10000		369	
66400		3	41130	5	90003	30000	1+0	10000		370	
66401		3	45003	1	90002	75000	1+0	10000		371	
66402		3	45004	1	90002	110000	1+0	10000		372	
66403		3	45008	1	90002	75000	1+0	10000		373	
66404		3	45009	1	90002	110000	1+0	10000		374	
66405		3	45013	1	90002	75000	1+0	10000		375	
66406		3	45014	1	90002	110000	1+0	10000		376	
66407		3	45018	1	90002	75000	1+0	10000		377	
66408		3	45019	1	90002	110000	1+0	10000		378	
66409		3	45101	1	90002	1300000	1+0	10000		379	
66410		3	44042	1	90002	750000	1+0	10000		380	
66411		3	44046	1	90002	750000	1+0	10000		381	
66412		3	44031	1	90002	60000	1+0	10000		382	
66413		3	44032	1	90002	120000	1+0	10000		383	
66414		3	44033	1	90002	360000	1+0	10000		384	
66415		3	44034	1	90002	720000	1+0	10000		385	
66416		3	44023	1	90002	65000	1+0	10000		386	
66417		3	44024	1	90002	130000	1+0	10000		387	
66418		3	44025	1	90002	390000	1+0	10000		388	
66419		3	44026	1	90002	780000	1+0	10000		389	
66420		3	44036	1	90002	75000	1+0	10000		390	
66421		3	44037	1	90002	100000	1+0	10000		391	
66422		3	44010	1	90002	500000	1+0	10000		392	
66423		3	44011	1	90002	500000	1+0	10000		393	
66424		3	44012	1	90002	500000	1+0	10000		394	
66425		3	44013	1	90002	500000	1+0	10000		395	
66426		3	44014	1	90002	1000000	1+0	10000		396	
66427		3	44015	1	90002	300000	1+0	10000		397	
66428		3	44016	1	90002	300000	1+0	10000		398	
66429		3	44017	1	90002	300000	1+0	10000		399	
66430		3	44018	1	90002	300000	1+0	10000		400	
66431		3	44019	1	90002	500000	1+0	10000		401	
66432		3	41001	2	90002	30000	1+0	10000		402	
66433		3	41002	5	90002	30000	1+0	10000		403	
66434		3	41003	5	90002	30000	1+0	10000		404	
66435		3	41004	5	90002	30000	1+0	10000		405	
66436		3	41005	5	90002	30000	1+0	10000		406	
66437		3	41006	5	90002	30000	1+0	10000		407	
66438		3	41007	5	90002	30000	1+0	10000		408	
66439		3	41008	5	90002	30000	1+0	10000		409	
66440		3	41009	5	90002	30000	1+0	10000		410	
66441		3	41010	5	90002	30000	1+0	10000		411	
66442		3	41011	5	90002	30000	1+0	10000		412	
66443		3	41012	5	90002	30000	1+0	10000		413	
66444		3	41013	5	90002	30000	1+0	10000		414	
66445		3	41014	5	90002	30000	1+0	10000		415	
66446		3	41015	5	90002	30000	1+0	10000		416	
66447		3	41016	5	90002	30000	1+0	10000		417	
66448		3	41017	5	90002	30000	1+0	10000		418	
66449		3	41018	5	90002	30000	1+0	10000		419	
66450		3	41019	5	90002	30000	1+0	10000		420	
66451		3	41020	5	90002	30000	1+0	10000		421	
66452		3	41021	5	90002	30000	1+0	10000		422	
66453		3	41022	5	90002	30000	1+0	10000		423	
66454		3	41023	5	90002	30000	1+0	10000		424	
66455		3	41024	5	90002	30000	1+0	10000		425	
66456		3	41025	5	90002	30000	1+0	10000		426	
66457		3	41026	5	90002	30000	1+0	10000		427	
66458		3	41027	5	90002	30000	1+0	10000		428	
66459		3	41028	5	90002	30000	1+0	10000		429	
66460		3	41029	5	90002	30000	1+0	10000		430	
66461		3	41030	5	90002	30000	1+0	10000		431	
66462		3	41031	5	90002	30000	1+0	10000		432	
66463		3	41032	5	90002	30000	1+0	10000		433	
66464		3	41033	5	90002	30000	1+0	10000		434	
66465		3	41034	5	90002	30000	1+0	10000		435	
66466		3	41035	5	90002	30000	1+0	10000		436	
66467		3	41036	5	90002	30000	1+0	10000		437	
66468		3	41037	5	90002	30000	1+0	10000		438	
66469		3	41038	5	90002	30000	1+0	10000		439	
66470		3	41039	5	90002	30000	1+0	10000		440	
66471		3	41040	5	90002	30000	1+0	10000		441	
66472		3	41041	5	90002	30000	1+0	10000		442	
66473		3	41042	5	90002	30000	1+0	10000		443	
66474		3	41043	5	90002	30000	1+0	10000		444	
66475		3	41044	5	90002	30000	1+0	10000		445	
66476		3	41045	5	90002	30000	1+0	10000		446	
66477		3	41046	5	90002	30000	1+0	10000		447	
66478		3	41047	5	90002	30000	1+0	10000		448	
66479		3	41048	5	90002	30000	1+0	10000		449	
66480		3	41049	5	90002	30000	1+0	10000		450	
66481		3	41050	5	90002	30000	1+0	10000		451	
66482		3	41051	5	90002	30000	1+0	10000		452	
66483		3	41052	5	90002	30000	1+0	10000		453	
66484		3	41053	5	90002	30000	1+0	10000		454	
66485		3	41054	5	90002	30000	1+0	10000		455	
66486		3	41055	5	90002	30000	1+0	10000		456	
66487		3	41056	5	90002	30000	1+0	10000		457	
66488		3	41057	5	90002	30000	1+0	10000		458	
66489		3	41058	5	90002	30000	1+0	10000		459	
66490		3	41059	5	90002	30000	1+0	10000		460	
66491		3	41060	5	90002	30000	1+0	10000		461	
66492		3	41101	5	90002	30000	1+0	10000		462	
66493		3	41102	5	90002	30000	1+0	10000		463	
66494		3	41103	5	90002	30000	1+0	10000		464	
66495		3	41104	5	90002	30000	1+0	10000		465	
66496		3	41105	5	90002	30000	1+0	10000		466	
66497		3	41106	5	90002	30000	1+0	10000		467	
66498		3	41107	5	90002	30000	1+0	10000		468	
66499		3	41108	5	90002	30000	1+0	10000		469	
66500		3	41109	5	90002	30000	1+0	10000		470	
66501		3	41110	5	90002	30000	1+0	10000		471	
66502		3	41111	5	90002	30000	1+0	10000		472	
66503		3	41112	5	90002	30000	1+0	10000		473	
66504		3	41113	5	90002	30000	1+0	10000		474	
66505		3	41114	5	90002	30000	1+0	10000		475	
66506		3	41115	5	90002	30000	1+0	10000		476	
66507		3	41116	5	90002	30000	1+0	10000		477	
66508		3	41117	5	90002	30000	1+0	10000		478	
66509		3	41118	5	90002	30000	1+0	10000		479	
66510		3	41119	5	90002	30000	1+0	10000		480	
66511		3	41120	5	90002	30000	1+0	10000		481	
66512		3	41121	5	90002	30000	1+0	10000		482	
66513		3	41122	5	90002	30000	1+0	10000		483	
66514		3	41123	5	90002	30000	1+0	10000		484	
66515		3	41124	5	90002	30000	1+0	10000		485	
66516		3	41125	5	90002	30000	1+0	10000		486	
66517		3	41126	5	90002	30000	1+0	10000		487	
66518		3	41127	5	90002	30000	1+0	10000		488	
66519		3	41128	5	90002	30000	1+0	10000		489	
66520		3	41129	5	90002	30000	1+0	10000		490	
66521		3	41130	5	90002	30000	1+0	10000		491	
66522		3	54021	1	90101	720	1+0	8000		492	
66523		3	54022	1	90101	720	1+0	8000		493	
66524		3	54023	1	90101	720	1+0	8000		494	
66525		3	54024	1	90101	720	1+0	8000		495	
66526		3	54025	1	90101	720	1+0	8000		496	
66527		3	45003	1	90101	15	1+0	8000		497	
66528		3	45004	1	90101	22	1+0	8000		498	
66529		3	45008	1	90101	15	1+0	8000		499	
66530		3	45009	1	90101	22	1+0	8000		500	
66531		3	45013	1	90101	15	1+0	8000		501	
66532		3	45014	1	90101	22	1+0	8000		502	
66533		3	45018	1	90101	15	1+0	8000		503	
66534		3	45019	1	90101	22	1+0	8000		504	
66535		3	45101	1	90101	260	1+0	8000		505	
66536		3	44042	1	90101	150	1+0	8000		506	
66537		3	44046	1	90101	150	1+0	8000		507	
66538		3	44031	1	90101	12	1+0	8000		508	
66539		3	44032	1	90101	24	1+0	8000		509	
66540		3	44033	1	90101	72	1+0	8000		510	
66541		3	44034	1	90101	144	1+0	8000		511	
66542		3	44023	1	90101	13	1+0	8000		512	
66543		3	44024	1	90101	26	1+0	8000		513	
66544		3	44025	1	90101	78	1+0	8000		514	
66545		3	44026	1	90101	156	1+0	8000		515	
66546		3	44036	1	90101	15	1+0	8000		516	
66547		3	44037	1	90101	20	1+0	8000		517	
66548		3	44038	1	90101	100	1+0	8000		518	
66549		3	44039	1	90101	300	1+0	8000		519	
66550		3	44010	1	90101	100	1+0	8000		520	
66551		3	44011	1	90101	100	1+0	8000		521	
66552		3	44012	1	90101	100	1+0	8000		522	
66553		3	44013	1	90101	100	1+0	8000		523	
66554		3	44014	1	90101	200	1+0	8000		524	
66555		3	44015	1	90101	60	1+0	8000		525	
66556		3	44016	1	90101	60	1+0	8000		526	
66557		3	44017	1	90101	60	1+0	8000		527	
66558		3	44018	1	90101	60	1+0	8000		528	
66559		3	44019	1	90101	100	1+0	8000		529	
66560		3	41001	2	90101	6	1+0	8000		530	
66561		3	41002	5	90101	6	1+0	8000		531	
66562		3	41003	5	90101	6	1+0	8000		532	
66563		3	41004	5	90101	6	1+0	8000		533	
66564		3	41005	5	90101	6	1+0	8000		534	
66565		3	41006	5	90101	6	1+0	8000		535	
66566		3	41007	5	90101	6	1+0	8000		536	
66567		3	41008	5	90101	6	1+0	8000		537	
66568		3	41009	5	90101	6	1+0	8000		538	
66569		3	41010	5	90101	6	1+0	8000		539	
66570		3	41011	5	90101	6	1+0	8000		540	
66571		3	41012	5	90101	6	1+0	8000		541	
66572		3	41013	5	90101	6	1+0	8000		542	
66573		3	41014	5	90101	6	1+0	8000		543	
66574		3	41015	5	90101	6	1+0	8000		544	
66575		3	41016	5	90101	6	1+0	8000		545	
66576		3	41017	5	90101	6	1+0	8000		546	
66577		3	41018	5	90101	6	1+0	8000		547	
66578		3	41019	5	90101	6	1+0	8000		548	
66579		3	41020	5	90101	6	1+0	8000		549	
66580		3	41021	5	90101	6	1+0	8000		550	
66581		3	41022	5	90101	6	1+0	8000		551	
66582		3	41023	5	90101	6	1+0	8000		552	
66583		3	41024	5	90101	6	1+0	8000		553	
66584		3	41025	5	90101	6	1+0	8000		554	
66585		3	41026	5	90101	6	1+0	8000		555	
66586		3	41027	5	90101	6	1+0	8000		556	
66587		3	41028	5	90101	6	1+0	8000		557	
66588		3	41029	5	90101	6	1+0	8000		558	
66589		3	41030	5	90101	6	1+0	8000		559	
66590		3	41031	5	90101	6	1+0	8000		560	
66591		3	41032	5	90101	6	1+0	8000		561	
66592		3	41033	5	90101	6	1+0	8000		562	
66593		3	41034	5	90101	6	1+0	8000		563	
66594		3	41035	5	90101	6	1+0	8000		564	
66595		3	41036	5	90101	6	1+0	8000		565	
66596		3	41037	5	90101	6	1+0	8000		566	
66597		3	41038	5	90101	6	1+0	8000		567	
66598		3	41039	5	90101	6	1+0	8000		568	
66599		3	41040	5	90101	6	1+0	8000		569	
66600		3	41041	5	90101	6	1+0	8000		570	
66601		3	41042	5	90101	6	1+0	8000		571	
66602		3	41043	5	90101	6	1+0	8000		572	
66603		3	41044	5	90101	6	1+0	8000		573	
66604		3	41045	5	90101	6	1+0	8000		574	
66605		3	41046	5	90101	6	1+0	8000		575	
66606		3	41047	5	90101	6	1+0	8000		576	
66607		3	41048	5	90101	6	1+0	8000		577	
66608		3	41049	5	90101	6	1+0	8000		578	
66609		3	41050	5	90101	6	1+0	8000		579	
66610		3	41051	5	90101	6	1+0	8000		580	
66611		3	41052	5	90101	6	1+0	8000		581	
66612		3	41053	5	90101	6	1+0	8000		582	
66613		3	41054	5	90101	6	1+0	8000		583	
66614		3	41055	5	90101	6	1+0	8000		584	
66615		3	41056	5	90101	6	1+0	8000		585	
66616		3	41057	5	90101	6	1+0	8000		586	
66617		3	41058	5	90101	6	1+0	8000		587	
66618		3	41059	5	90101	6	1+0	8000		588	
66619		3	41060	5	90101	6	1+0	8000		589	
66620		3	41101	5	90101	6	1+0	8000		590	
66621		3	41102	5	90101	6	1+0	8000		591	
66622		3	41103	5	90101	6	1+0	8000		592	
66623		3	41104	5	90101	6	1+0	8000		593	
66624		3	41105	5	90101	6	1+0	8000		594	
66625		3	41106	5	90101	6	1+0	8000		595	
66626		3	41107	5	90101	6	1+0	8000		596	
66627		3	41108	5	90101	6	1+0	8000		597	
66628		3	41109	5	90101	6	1+0	8000		598	
66629		3	41110	5	90101	6	1+0	8000		599	
66630		3	41111	5	90101	6	1+0	8000		600	
66631		3	41112	5	90101	6	1+0	8000		601	
66632		3	41113	5	90101	6	1+0	8000		602	
66633		3	41114	5	90101	6	1+0	8000		603	
66634		3	41115	5	90101	6	1+0	8000		604	
66635		3	41116	5	90101	6	1+0	8000		605	
66636		3	41117	5	90101	6	1+0	8000		606	
66637		3	41118	5	90101	6	1+0	8000		607	
66638		3	41119	5	90101	6	1+0	8000		608	
66639		3	41120	5	90101	6	1+0	8000		609	
66640		3	41121	5	90101	6	1+0	8000		610	
66641		3	41122	5	90101	6	1+0	8000		611	
66642		3	41123	5	90101	6	1+0	8000		612	
66643		3	41124	5	90101	6	1+0	8000		613	
66644		3	41125	5	90101	6	1+0	8000		614	
66645		3	41126	5	90101	6	1+0	8000		615	
66646		3	41127	5	90101	6	1+0	8000		616	
66647		3	41128	5	90101	6	1+0	8000		617	
66648		3	41129	5	90101	6	1+0	8000		618	
66649		3	41130	5	90101	6	1+0	8000		619	
66650		3	45003	1	90001	75000	1+0	8000		620	
66651		3	45004	1	90001	110000	1+0	8000		621	
66652		3	45008	1	90001	75000	1+0	8000		622	
66653		3	45009	1	90001	110000	1+0	8000		623	
66654		3	45013	1	90001	75000	1+0	8000		624	
66655		3	45014	1	90001	110000	1+0	8000		625	
66656		3	45018	1	90001	75000	1+0	8000		626	
66657		3	45019	1	90001	110000	1+0	8000		627	
66658		3	45101	1	90001	1300000	1+0	8000		628	
66659		3	44042	1	90001	750000	1+0	8000		629	
66660		3	44046	1	90001	750000	1+0	8000		630	
66661		3	44031	1	90001	60000	1+0	8000		631	
66662		3	44032	1	90001	120000	1+0	8000		632	
66663		3	44033	1	90001	360000	1+0	8000		633	
66664		3	44034	1	90001	720000	1+0	8000		634	
66665		3	44023	1	90001	65000	1+0	8000		635	
66666		3	44024	1	90001	130000	1+0	8000		636	
66667		3	44025	1	90001	390000	1+0	8000		637	
66668		3	44026	1	90001	780000	1+0	8000		638	
66669		3	44036	1	90001	75000	1+0	8000		639	
66670		3	44037	1	90001	100000	1+0	8000		640	
66671		3	44010	1	90001	500000	1+0	8000		641	
66672		3	44011	1	90001	500000	1+0	8000		642	
66673		3	44012	1	90001	500000	1+0	8000		643	
66674		3	44013	1	90001	500000	1+0	8000		644	
66675		3	44014	1	90001	1000000	1+0	8000		645	
66676		3	44015	1	90001	300000	1+0	8000		646	
66677		3	44016	1	90001	300000	1+0	8000		647	
66678		3	44017	1	90001	300000	1+0	8000		648	
66679		3	44018	1	90001	300000	1+0	8000		649	
66680		3	44019	1	90001	500000	1+0	8000		650	
66681		3	41001	2	90001	30000	1+0	8000		651	
66682		3	41002	5	90001	30000	1+0	8000		652	
66683		3	41003	5	90001	30000	1+0	8000		653	
66684		3	41004	5	90001	30000	1+0	8000		654	
66685		3	41005	5	90001	30000	1+0	8000		655	
66686		3	41006	5	90001	30000	1+0	8000		656	
66687		3	41007	5	90001	30000	1+0	8000		657	
66688		3	41008	5	90001	30000	1+0	8000		658	
66689		3	41009	5	90001	30000	1+0	8000		659	
66690		3	41010	5	90001	30000	1+0	8000		660	
66691		3	41011	5	90001	30000	1+0	8000		661	
66692		3	41012	5	90001	30000	1+0	8000		662	
66693		3	41013	5	90001	30000	1+0	8000		663	
66694		3	41014	5	90001	30000	1+0	8000		664	
66695		3	41015	5	90001	30000	1+0	8000		665	
66696		3	41016	5	90001	30000	1+0	8000		666	
66697		3	41017	5	90001	30000	1+0	8000		667	
66698		3	41018	5	90001	30000	1+0	8000		668	
66699		3	41019	5	90001	30000	1+0	8000		669	
66700		3	41020	5	90001	30000	1+0	8000		670	
66701		3	41021	5	90001	30000	1+0	8000		671	
66702		3	41022	5	90001	30000	1+0	8000		672	
66703		3	41023	5	90001	30000	1+0	8000		673	
66704		3	41024	5	90001	30000	1+0	8000		674	
66705		3	41025	5	90001	30000	1+0	8000		675	
66706		3	41026	5	90001	30000	1+0	8000		676	
66707		3	41027	5	90001	30000	1+0	8000		677	
66708		3	41028	5	90001	30000	1+0	8000		678	
66709		3	41029	5	90001	30000	1+0	8000		679	
66710		3	41030	5	90001	30000	1+0	8000		680	
66711		3	41031	5	90001	30000	1+0	8000		681	
66712		3	41032	5	90001	30000	1+0	8000		682	
66713		3	41033	5	90001	30000	1+0	8000		683	
66714		3	41034	5	90001	30000	1+0	8000		684	
66715		3	41035	5	90001	30000	1+0	8000		685	
66716		3	41036	5	90001	30000	1+0	8000		686	
66717		3	41037	5	90001	30000	1+0	8000		687	
66718		3	41038	5	90001	30000	1+0	8000		688	
66719		3	41039	5	90001	30000	1+0	8000		689	
66720		3	41040	5	90001	30000	1+0	8000		690	
66721		3	41041	5	90001	30000	1+0	8000		691	
66722		3	41042	5	90001	30000	1+0	8000		692	
66723		3	41043	5	90001	30000	1+0	8000		693	
66724		3	41044	5	90001	30000	1+0	8000		694	
66725		3	41045	5	90001	30000	1+0	8000		695	
66726		3	41046	5	90001	30000	1+0	8000		696	
66727		3	41047	5	90001	30000	1+0	8000		697	
66728		3	41048	5	90001	30000	1+0	8000		698	
66729		3	41049	5	90001	30000	1+0	8000		699	
66730		3	41050	5	90001	30000	1+0	8000		700	
66731		3	41051	5	90001	30000	1+0	8000		701	
66732		3	41052	5	90001	30000	1+0	8000		702	
66733		3	41053	5	90001	30000	1+0	8000		703	
66734		3	41054	5	90001	30000	1+0	8000		704	
66735		3	41055	5	90001	30000	1+0	8000		705	
66736		3	41056	5	90001	30000	1+0	8000		706	
66737		3	41057	5	90001	30000	1+0	8000		707	
66738		3	41058	5	90001	30000	1+0	8000		708	
66739		3	41059	5	90001	30000	1+0	8000		709	
66740		3	41060	5	90001	30000	1+0	8000		710	
66741		3	41101	5	90001	30000	1+0	8000		711	
66742		3	41102	5	90001	30000	1+0	8000		712	
66743		3	41103	5	90001	30000	1+0	8000		713	
66744		3	41104	5	90001	30000	1+0	8000		714	
66745		3	41105	5	90001	30000	1+0	8000		715	
66746		3	41106	5	90001	30000	1+0	8000		716	
66747		3	41107	5	90001	30000	1+0	8000		717	
66748		3	41108	5	90001	30000	1+0	8000		718	
66749		3	41109	5	90001	30000	1+0	8000		719	
66750		3	41110	5	90001	30000	1+0	8000		720	
66751		3	41111	5	90001	30000	1+0	8000		721	
66752		3	41112	5	90001	30000	1+0	8000		722	
66753		3	41113	5	90001	30000	1+0	8000		723	
66754		3	41114	5	90001	30000	1+0	8000		724	
66755		3	41115	5	90001	30000	1+0	8000		725	
66756		3	41116	5	90001	30000	1+0	8000		726	
66757		3	41117	5	90001	30000	1+0	8000		727	
66758		3	41118	5	90001	30000	1+0	8000		728	
66759		3	41119	5	90001	30000	1+0	8000		729	
66760		3	41120	5	90001	30000	1+0	8000		730	
66761		3	41121	5	90001	30000	1+0	8000		731	
66762		3	41122	5	90001	30000	1+0	8000		732	
66763		3	41123	5	90001	30000	1+0	8000		733	
66764		3	41124	5	90001	30000	1+0	8000		734	
66765		3	41125	5	90001	30000	1+0	8000		735	
66766		3	41126	5	90001	30000	1+0	8000		736	
66767		3	41127	5	90001	30000	1+0	8000		737	
66768		3	41128	5	90001	30000	1+0	8000		738	
66769		3	41129	5	90001	30000	1+0	8000		739	
66770		3	41130	5	90001	30000	1+0	8000		740	
66771		3	45003	1	90003	75000	1+0	8000		741	
66772		3	45004	1	90003	110000	1+0	8000		742	
66773		3	45008	1	90003	75000	1+0	8000		743	
66774		3	45009	1	90003	110000	1+0	8000		744	
66775		3	45013	1	90003	75000	1+0	8000		745	
66776		3	45014	1	90003	110000	1+0	8000		746	
66777		3	45018	1	90003	75000	1+0	8000		747	
66778		3	45019	1	90003	110000	1+0	8000		748	
66779		3	45101	1	90003	1300000	1+0	8000		749	
66780		3	44042	1	90003	750000	1+0	8000		750	
66781		3	44046	1	90003	750000	1+0	8000		751	
66782		3	44031	1	90003	60000	1+0	8000		752	
66783		3	44032	1	90003	120000	1+0	8000		753	
66784		3	44033	1	90003	360000	1+0	8000		754	
66785		3	44034	1	90003	720000	1+0	8000		755	
66786		3	44023	1	90003	65000	1+0	8000		756	
66787		3	44024	1	90003	130000	1+0	8000		757	
66788		3	44025	1	90003	390000	1+0	8000		758	
66789		3	44026	1	90003	780000	1+0	8000		759	
66790		3	44036	1	90003	75000	1+0	8000		760	
66791		3	44037	1	90003	100000	1+0	8000		761	
66792		3	44010	1	90003	500000	1+0	8000		762	
66793		3	44011	1	90003	500000	1+0	8000		763	
66794		3	44012	1	90003	500000	1+0	8000		764	
66795		3	44013	1	90003	500000	1+0	8000		765	
66796		3	44014	1	90003	1000000	1+0	8000		766	
66797		3	44015	1	90003	300000	1+0	8000		767	
66798		3	44016	1	90003	300000	1+0	8000		768	
66799		3	44017	1	90003	300000	1+0	8000		769	
66800		3	44018	1	90003	300000	1+0	8000		770	
66801		3	44019	1	90003	500000	1+0	8000		771	
66802		3	41001	2	90003	30000	1+0	8000		772	
66803		3	41002	5	90003	30000	1+0	8000		773	
66804		3	41003	5	90003	30000	1+0	8000		774	
66805		3	41004	5	90003	30000	1+0	8000		775	
66806		3	41005	5	90003	30000	1+0	8000		776	
66807		3	41006	5	90003	30000	1+0	8000		777	
66808		3	41007	5	90003	30000	1+0	8000		778	
66809		3	41008	5	90003	30000	1+0	8000		779	
66810		3	41009	5	90003	30000	1+0	8000		780	
66811		3	41010	5	90003	30000	1+0	8000		781	
66812		3	41011	5	90003	30000	1+0	8000		782	
66813		3	41012	5	90003	30000	1+0	8000		783	
66814		3	41013	5	90003	30000	1+0	8000		784	
66815		3	41014	5	90003	30000	1+0	8000		785	
66816		3	41015	5	90003	30000	1+0	8000		786	
66817		3	41016	5	90003	30000	1+0	8000		787	
66818		3	41017	5	90003	30000	1+0	8000		788	
66819		3	41018	5	90003	30000	1+0	8000		789	
66820		3	41019	5	90003	30000	1+0	8000		790	
66821		3	41020	5	90003	30000	1+0	8000		791	
66822		3	41021	5	90003	30000	1+0	8000		792	
66823		3	41022	5	90003	30000	1+0	8000		793	
66824		3	41023	5	90003	30000	1+0	8000		794	
66825		3	41024	5	90003	30000	1+0	8000		795	
66826		3	41025	5	90003	30000	1+0	8000		796	
66827		3	41026	5	90003	30000	1+0	8000		797	
66828		3	41027	5	90003	30000	1+0	8000		798	
66829		3	41028	5	90003	30000	1+0	8000		799	
66830		3	41029	5	90003	30000	1+0	8000		800	
66831		3	41030	5	90003	30000	1+0	8000		801	
66832		3	41031	5	90003	30000	1+0	8000		802	
66833		3	41032	5	90003	30000	1+0	8000		803	
66834		3	41033	5	90003	30000	1+0	8000		804	
66835		3	41034	5	90003	30000	1+0	8000		805	
66836		3	41035	5	90003	30000	1+0	8000		806	
66837		3	41036	5	90003	30000	1+0	8000		807	
66838		3	41037	5	90003	30000	1+0	8000		808	
66839		3	41038	5	90003	30000	1+0	8000		809	
66840		3	41039	5	90003	30000	1+0	8000		810	
66841		3	41040	5	90003	30000	1+0	8000		811	
66842		3	41041	5	90003	30000	1+0	8000		812	
66843		3	41042	5	90003	30000	1+0	8000		813	
66844		3	41043	5	90003	30000	1+0	8000		814	
66845		3	41044	5	90003	30000	1+0	8000		815	
66846		3	41045	5	90003	30000	1+0	8000		816	
66847		3	41046	5	90003	30000	1+0	8000		817	
66848		3	41047	5	90003	30000	1+0	8000		818	
66849		3	41048	5	90003	30000	1+0	8000		819	
66850		3	41049	5	90003	30000	1+0	8000		820	
66851		3	41050	5	90003	30000	1+0	8000		821	
66852		3	41051	5	90003	30000	1+0	8000		822	
66853		3	41052	5	90003	30000	1+0	8000		823	
66854		3	41053	5	90003	30000	1+0	8000		824	
66855		3	41054	5	90003	30000	1+0	8000		825	
66856		3	41055	5	90003	30000	1+0	8000		826	
66857		3	41056	5	90003	30000	1+0	8000		827	
66858		3	41057	5	90003	30000	1+0	8000		828	
66859		3	41058	5	90003	30000	1+0	8000		829	
66860		3	41059	5	90003	30000	1+0	8000		830	
66861		3	41060	5	90003	30000	1+0	8000		831	
66862		3	41101	5	90003	30000	1+0	8000		832	
66863		3	41102	5	90003	30000	1+0	8000		833	
66864		3	41103	5	90003	30000	1+0	8000		834	
66865		3	41104	5	90003	30000	1+0	8000		835	
66866		3	41105	5	90003	30000	1+0	8000		836	
66867		3	41106	5	90003	30000	1+0	8000		837	
66868		3	41107	5	90003	30000	1+0	8000		838	
66869		3	41108	5	90003	30000	1+0	8000		839	
66870		3	41109	5	90003	30000	1+0	8000		840	
66871		3	41110	5	90003	30000	1+0	8000		841	
66872		3	41111	5	90003	30000	1+0	8000		842	
66873		3	41112	5	90003	30000	1+0	8000		843	
66874		3	41113	5	90003	30000	1+0	8000		844	
66875		3	41114	5	90003	30000	1+0	8000		845	
66876		3	41115	5	90003	30000	1+0	8000		846	
66877		3	41116	5	90003	30000	1+0	8000		847	
66878		3	41117	5	90003	30000	1+0	8000		848	
66879		3	41118	5	90003	30000	1+0	8000		849	
66880		3	41119	5	90003	30000	1+0	8000		850	
66881		3	41120	5	90003	30000	1+0	8000		851	
66882		3	41121	5	90003	30000	1+0	8000		852	
66883		3	41122	5	90003	30000	1+0	8000		853	
66884		3	41123	5	90003	30000	1+0	8000		854	
66885		3	41124	5	90003	30000	1+0	8000		855	
66886		3	41125	5	90003	30000	1+0	8000		856	
66887		3	41126	5	90003	30000	1+0	8000		857	
66888		3	41127	5	90003	30000	1+0	8000		858	
66889		3	41128	5	90003	30000	1+0	8000		859	
66890		3	41129	5	90003	30000	1+0	8000		860	
66891		3	41130	5	90003	30000	1+0	8000		861	
66892		3	45003	1	90002	75000	1+0	8000		862	
66893		3	45004	1	90002	110000	1+0	8000		863	
66894		3	45008	1	90002	75000	1+0	8000		864	
66895		3	45009	1	90002	110000	1+0	8000		865	
66896		3	45013	1	90002	75000	1+0	8000		866	
66897		3	45014	1	90002	110000	1+0	8000		867	
66898		3	45018	1	90002	75000	1+0	8000		868	
66899		3	45019	1	90002	110000	1+0	8000		869	
66900		3	45101	1	90002	1300000	1+0	8000		870	
66901		3	44042	1	90002	750000	1+0	8000		871	
66902		3	44046	1	90002	750000	1+0	8000		872	
66903		3	44031	1	90002	60000	1+0	8000		873	
66904		3	44032	1	90002	120000	1+0	8000		874	
66905		3	44033	1	90002	360000	1+0	8000		875	
66906		3	44034	1	90002	720000	1+0	8000		876	
66907		3	44023	1	90002	65000	1+0	8000		877	
66908		3	44024	1	90002	130000	1+0	8000		878	
66909		3	44025	1	90002	390000	1+0	8000		879	
66910		3	44026	1	90002	780000	1+0	8000		880	
66911		3	44036	1	90002	75000	1+0	8000		881	
66912		3	44037	1	90002	100000	1+0	8000		882	
